id_cliente,nombre_cliente,edad,genero,pais,ciudad,segmento,nivel_satisfaccion,ingresos_mensuales,compras_ultimos_6m,monto_total_compras,fecha_registro,canal_preferido,reclamos_ultimos_6m,tiempo_entrega_dias,estado_cliente,score_riesgo,email,telefono
C0136,Esteban Araya,20.0,Masculino,Costa Rica,San Salvador,Plata,Bajo,493119.0,7.0,151309.0,2024-06-10,Email,0.0,3.3,Bloqueado,606.0,estebanaraya@correo.com,53153136
C0137,María Salazar,30.0,Masculino,El Salvador,Antigua,Oro,Medio,743489.0,7.0,89727.0,2024-10-29,SMS,2.0,5.3,Bloqueado,597.0,mariasalazar@correo.com,Desconocido
C0138,Lucía Cordero,18.0,Femenino,El Salvador,Antigua,Bronce,Muy alto,782904.0,2.0,44753.0,2024-05-15,WhatsApp,1.0,4.7,Inactivo,433.0,luciacordero@correo.com,90772625
C0139,Paula Aguilar,24.0,Femenino,El Salvador,Cartago,Oro,Bajo,818103.0,7.0,114180.0,2024-09-03,Email,0.0,3.4,ACTIVO,318.0,paulaaguilar@correo.com,93355486
C0140,Fernando Navarro,19.0,Femenino,El Salvador,Ciudad de Guatemala,Premium,Bajo,818103.0,8.0,222062.0,2024-01-24,WhatsApp,1.0,5.8,Desconocido,502.0,Desconocido,10385695
C0141,Gabriela Pérez,41.0,Masculino,Panamá,Cartago,Bronce,Muy alto,813568.0,3.0,134213.0,2024-06-06,Email,0.0,4.1,Activo,406.0,gabrielaperez@correo.com,05525782
C0142,Paula Salazar,37.0,Masculino,El Salvador,Puntarenas,Oro,Medio,1986643.0,0.0,20881.0,2024-01-26,Llamada,0.0,4.9,ACTIVO,615.0,paulasalazar@correo.com,43018718
C0143,Emilio Alvarado,29.0,Masculino,Nicaragua,Puntarenas,Premium,Bajo,1165967.0,7.0,267552.0,2025-09-04,Desconocido,0.0,2.8,Pendiente,451.0,emilioalvarado@correo.com,61064628
C0144,Valeria Gómez,38.0,Masculino,Panamá,Liberia,Bronce,Muy alto,797125.0,4.0,83449.0,2024-09-03,Llamada,1.0,3.3,Pendiente,627.0,valeriagomez@correo.com,Desconocido
C0145,Fernando Gómez,44.0,Femenino,Costa Rica,Ciudad de Panamá,Plata,Medio,1104111.0,9.0,156349.0,2024-05-27,Email,0.0,1.9,inactivo,803.0,fernandogomez@correo.com,83389888
C0146,Daniela Castro,34.0,Masculino,Panamá,Managua,Premium,Bajo,593044.0,9.0,153023.0,2026-02-14,Llamada,0.0,1.4,ACTIVO,286.0,danielacastro@correo.com,14011939
C0147,Ana Castro,46.0,Femenino,Panamá,Ciudad de Panamá,Bronce,Medio,794396.0,14.0,556546.0,2025-02-21,App,0.0,0.5,Desconocido,547.0,anacastro@correo.com,01571647
C0148,Diego Araya,18.0,Desconocido,Nicaragua,Puntarenas,Bronce,Bajo,521397.0,15.0,438255.0,2024-07-24,Llamada,0.0,4.0,Desconocido,549.0,diegoaraya@correo.com,94657967
C0149,Carlos Vargas,33.0,Femenino,Costa Rica,Alajuela,Premium,Alto,818103.0,13.0,337478.0,2024-09-24,App,2.0,3.4,Pendiente,269.0,carlosvargas@correo.com,67567700
C0150,Mateo Cordero,46.0,Masculino,Nicaragua,San Salvador,Plata,Muy alto,542178.0,13.0,301068.0,2025-01-10,Email,1.0,5.5,activo,478.0,mateocordero@correo.com,65033349
C0151,Carlos Aguilar,34.0,Desconocido,El Salvador,Antigua,Bronce,Muy alto,918186.0,13.0,357833.0,2024-06-19,Email,4.0,7.2,Inactivo,834.0,carlosaguilar@correo.com,34404963
C0152,Gabriela Aguilar,31.0,Masculino,Panamá,San Salvador,Oro,Muy alto,570221.0,14.0,207137.0,2025-07-11,App,0.0,3.0,inactivo,762.0,gabrielaaguilar@correo.com,08357232
C0153,Jorge Aguilar,50.0,Desconocido,Panamá,San Salvador,Premium,Medio,618306.0,0.0,9388.0,2024-05-19,Email,2.0,6.0,inactivo,762.0,jorgeaguilar@correo.com,00159416
C0154,Jimena Soto,35.0,Masculino,El Salvador,Ciudad de Panamá,Bronce,Alto,617201.0,14.0,259932.0,2025-03-26,Desconocido,1.0,5.3,Activo,819.0,jimenasoto@correo.com,34257540
C0155,Jimena Mora,26.0,Femenino,Panamá,Desconocido,Plata,Muy alto,1123573.0,0.0,15757.0,2024-10-07,Email,4.0,8.3,ACTIVO,755.0,jimenamora@correo.com,12481569
C0156,Daniela Rojas,35.0,Femenino,Guatemala,San Salvador,Premium,Medio,1987430.0,0.0,23204.0,2026-03-29,Llamada,0.0,3.2,Activo,817.0,danielarojas@correo.com,08931734
C0157,Paula Alvarado,25.0,Masculino,El Salvador,Ciudad de Guatemala,Premium,Alto,613167.0,9.0,296711.0,2025-03-21,Email,0.0,4.7,Activo,600.0,paulaalvarado@correo.com,72563669
C0158,Luis Aguilar,46.0,Masculino,El Salvador,San José,Oro,Alto,512716.0,5.0,105522.0,2024-05-10,Llamada,2.0,2.6,Activo,420.0,luisaguilar@correo.com,48562572
C0159,Valeria Soto,41.0,Masculino,Nicaragua,Ciudad de Guatemala,Premium,Bajo,1198873.0,9.0,317730.0,2025-06-22,Llamada,3.0,3.0,Desconocido,307.0,valeriasoto@correo.com,16591520
C0160,Natalia Ramírez,32.0,Femenino,Nicaragua,Desconocido,Bronce,Alto,733412.0,7.0,129199.0,2024-04-01,Llamada,0.0,5.6,Desconocido,702.0,nataliaramirez@correo.com,76492515
C0161,Fabiola Solís,18.0,Femenino,Panamá,Antigua,Premium,Medio,1261651.0,8.0,277450.0,2024-11-03,Desconocido,1.0,6.0,activo,507.0,fabiolasolis@correo.com,08186617
C0162,Fernando Ramírez,34.0,Femenino,Guatemala,Antigua,Oro,Muy alto,1216139.0,3.0,80365.0,2024-09-22,Llamada,1.0,4.8,Activo,526.0,fernandoramirez@correo.com,97499564
C0163,Valeria Vargas,34.0,Desconocido,Nicaragua,San Salvador,Plata,Alto,5000.0,0.0,151309.0,2024-07-25,Desconocido,2.0,4.8,Desconocido,838.0,valeriavargas@correo.com,98407678
C0164,Diego Mora,21.0,Masculino,Nicaragua,Alajuela,Premium,Muy alto,1177636.0,7.0,98945.0,2025-04-24,Llamada,1.0,0.5,Desconocido,815.0,diegomora@correo.com,72934172
C0165,Carlos Cordero,47.0,Femenino,Costa Rica,Liberia,Bronce,Alto,736710.0,5.0,92300.0,2024-09-30,Email,2.0,6.5,Bloqueado,280.0,carloscordero@correo.com,11991808
C0166,Alonso Chaves,39.0,Femenino,Costa Rica,Puntarenas,Premium,Bajo,302498.0,11.0,122860.0,2024-04-06,Email,0.0,7.3,Pendiente,496.0,alonsochaves@correo.com,50720811
C0167,Jorge Mora,31.0,Masculino,El Salvador,Antigua,Oro,Bajo,936495.0,8.0,105304.0,2026-11-03,WhatsApp,0.0,2.7,Pendiente,451.0,jorgemora@correo.com,28843188
C0168,Ana Rojas,45.0,Femenino,Panamá,Ciudad de Panamá,Oro,Alto,818103.0,4.0,141065.0,2025-04-10,WhatsApp,1.0,0.5,Desconocido,721.0,anarojas@correo.com,68315893
C0169,Carlos Soto,28.0,Desconocido,Guatemala,Ciudad de Guatemala,Premium,Muy alto,1151746.0,0.0,0.0,2025-12-12,App,0.0,6.2,ACTIVO,803.0,carlossoto@correo.com,11594082
C0170,Andrés Torres,18.0,Femenino,Costa Rica,Liberia,Premium,Alto,343954.0,8.0,316304.0,2025-09-12,App,1.0,2.7,Inactivo,519.0,andrestorres@correo.com,Desconocido
C0171,Esteban Gómez,29.0,Femenino,El Salvador,San Salvador,Bronce,Medio,-100000.0,7.0,151309.0,2025-06-30,App,1.0,8.1,Inactivo,454.0,nan,64111824
C0172,Sofía Torres,51.0,Masculino,Guatemala,Liberia,Premium,Bajo,537688.0,5.0,0.0,2025-07-20,Email,0.0,4.7,Bloqueado,261.0,sofiatorres@correo.com,13824967
C0173,Kevin Soto,18.0,Femenino,Nicaragua,Ciudad de Panamá,Oro,Medio,818969.0,18.0,254871.0,2024-11-03,Desconocido,0.0,2.7,ACTIVO,418.0,kevinsoto@correo.com,55474355
C0174,Ana Soto,33.0,Masculino,Guatemala,Desconocido,Bronce,Muy alto,1040819.0,7.0,226136.0,2025-01-14,Desconocido,1.0,8.0,Bloqueado,676.0,anasoto@correo.com,43375047
C0175,Ana Jiménez,51.0,Desconocido,El Salvador,Ciudad de Panamá,Plata,Medio,1053490.0,7.0,151309.0,2025-11-28,SMS,0.0,3.1,Activo,640.0,anajimenez@correo.com,64187758
C0176,Camila Cordero,23.0,Desconocido,El Salvador,Desconocido,Bronce,Medio,818103.0,7.0,303989.0,2024-09-10,WhatsApp,4.0,5.4,inactivo,562.0,camilacordero@correo.com,99717911
C0177,Lucía Castro,34.0,Femenino,El Salvador,Alajuela,Oro,Muy alto,818103.0,6.0,61372.0,2025-11-22,Llamada,0.0,6.1,Pendiente,607.0,luciacastro@correo.com,39284567
C0178,Diego Soto,35.0,Femenino,Panamá,Ciudad de Panamá,Oro,Bajo,881933.0,6.0,123406.0,2025-10-17,WhatsApp,0.0,4.5,Desconocido,839.0,diegosoto@correo.com,99594652
C0179,Diego Rojas,22.0,Masculino,Nicaragua,Puntarenas,Plata,Bajo,0.0,2.0,15039.0,2024-07-22,App,0.0,1.4,Desconocido,759.0,diegorojas@correo.com,24102615
C0180,Diego Chaves,40.0,Femenino,El Salvador,Desconocido,Plata,Medio,920088.0,1.0,40415.0,2024-10-28,Email,0.0,3.1,ACTIVO,761.0,diegochaves@correo.com,31791286
C0181,Mateo Pérez,23.0,Femenino,Nicaragua,Managua,Plata,Medio,754795.0,8.0,113746.0,2025-03-31,Email,1.0,6.7,ACTIVO,506.0,mateoperez@correo.com,75460273
C0182,Fabiola Castro,30.0,Masculino,Panamá,Alajuela,Premium,Alto,397358.0,13.0,250165.0,2025-03-21,Email,0.0,4.1,Desconocido,817.0,fabiolacastro@correo.com,07826333
C0183,Pablo Navarro,31.0,Femenino,Nicaragua,Ciudad de Panamá,Plata,Bajo,847077.0,9.0,218771.0,2025-08-24,Llamada,0.0,1.2,Inactivo,847.0,pablonavarro@correo.com,99663618
C0184,Lucía Monge,50.0,Masculino,El Salvador,San José,Premium,Medio,603757.0,7.0,151309.0,2025-07-03,Llamada,0.0,3.1,activo,328.0,luciamonge@correo.com,72994938
C0185,Valeria Rojas,47.0,Masculino,Guatemala,Managua,Bronce,Alto,818103.0,7.0,56888.0,2024-02-07,Email,0.0,7.3,Inactivo,591.0,valeriarojas@correo.com,32484137
C0186,Fernando Castro,34.0,Femenino,Guatemala,Ciudad de Panamá,Desconocido,Muy alto,0.0,2.0,36199.0,2025-11-03,Llamada,0.0,2.7,Desconocido,347.0,fernandocastro@correo.com,24186210
C0187,Fernando Gómez,34.0,Femenino,Costa Rica,Ciudad de Panamá,Oro,Bajo,484258.0,9.0,151309.0,2025-11-27,Email,4.0,5.2,Bloqueado,648.0,Desconocido,55839386
C0188,Valeria Vargas,29.0,Masculino,Nicaragua,Alajuela,Oro,Alto,630804.0,10.0,303729.0,2024-07-04,SMS,1.0,0.5,Activo,713.0,valeriavargas@correo.com,57150997
C0189,Diego Rojas,18.0,Masculino,Guatemala,San José,Plata,Bajo,405899.0,0.0,30391.0,2025-10-25,Email,0.0,6.2,Desconocido,373.0,diegorojas@correo.com,33968527
C0190,María Jiménez,69.0,Masculino,Guatemala,Cartago,Premium,Medio,667236.0,12.0,218764.0,2025-01-03,Llamada,0.0,3.5,activo,510.0,mariajimenez@correo.com,70661498
C0191,Paula Navarro,30.0,Masculino,Panamá,Cartago,Premium,Muy alto,699518.0,11.0,528955.0,2024-07-17,WhatsApp,2.0,5.9,Pendiente,675.0,paulanavarro@correo.com,06633705
C0192,Camila Alvarado,18.0,Masculino,Guatemala,San Salvador,Bronce,Medio,1200170.0,10.0,15433.0,2026-09-02,Email,0.0,3.9,inactivo,739.0,camilaalvarado@correo.com,64027011
C0193,Natalia Torres,33.0,Masculino,Guatemala,Ciudad de Panamá,Plata,Bajo,2329256.0,4.0,5435.0,2024-03-22,Email,0.0,45.0,activo,537.0,nataliatorres@correo.com,04090138
C0194,Alonso Salazar,23.0,Masculino,Panamá,Cartago,Bronce,Alto,1367092.0,99.0,151309.0,2025-01-12,Desconocido,1.0,3.6,Inactivo,363.0,alonsosalazar@correo.com,50505739
C0195,Fernando Cordero,60.0,Femenino,Costa Rica,Liberia,Bronce,Alto,661727.0,3.0,72841.0,2024-04-18,Desconocido,0.0,6.1,Inactivo,480.0,fernandocordero@correo.com,71287153
C0196,Natalia Aguilar,20.0,Femenino,El Salvador,Antigua,Oro,Bajo,626285.0,13.0,398339.0,2024-11-14,Llamada,0.0,6.1,ACTIVO,713.0,nataliaaguilar@correo.com,28993160
C0197,Sofía Torres,41.0,Masculino,Guatemala,Desconocido,Bronce,Muy alto,964167.0,2.0,52677.0,2024-08-18,Email,3.0,3.7,Inactivo,686.0,sofiatorres@correo.com,20865675
C0198,Laura Torres,28.0,Masculino,Costa Rica,San José,Plata,Muy alto,1049042.0,19.0,453392.0,2025-11-25,Email,5.0,4.5,Bloqueado,284.0,lauratorres@correo.com,01859626
C0199,Paula Salazar,28.0,Masculino,Costa Rica,San Salvador,Bronce,Bajo,818103.0,14.0,101055.0,2025-01-28,Email,1.0,5.2,Inactivo,445.0,paulasalazar@correo.com,82606888
C0200,Adriana Jiménez,59.0,Femenino,Guatemala,Puntarenas,Plata,Muy alto,1794474.0,5.0,120677.0,2025-06-15,SMS,0.0,4.8,Pendiente,564.0,adrianajimenez@correo.com,88310303
C0201,Emilio Araya,36.0,Femenino,Costa Rica,Liberia,Bronce,Muy alto,457090.0,12.0,250337.0,2024-06-16,App,0.0,2.2,Pendiente,828.0,emilioaraya@correo.com,81861515
C0202,Esteban Hernández,33.0,Desconocido,Costa Rica,Alajuela,Premium,Muy bajo,2675595.0,10.0,367147.0,2026-01-29,Email,1.0,9.3,Desconocido,536.0,Desconocido,22694053
C0203,José Navarro,55.0,Femenino,Nicaragua,Desconocido,Bronce,Muy alto,818103.0,7.0,163948.0,2025-10-03,Email,1.0,2.1,Activo,849.0,josenavarro@correo.com,60930685
C0204,Emilio Navarro,51.0,Femenino,Guatemala,Heredia,Premium,Bajo,573906.0,6.0,125113.0,2024-08-10,WhatsApp,4.0,7.1,Pendiente,811.0,emilionavarro@correo.com,05097545
C0205,Paula Chaves,46.0,Desconocido,Guatemala,Ciudad de Guatemala,Plata,Alto,646253.0,8.0,36091.0,2025-03-20,Llamada,2.0,6.3,ACTIVO,274.0,paulachaves@correo.com,02374167
C0206,Adriana Solís,18.0,Masculino,Costa Rica,San José,Plata,Muy bajo,818103.0,7.0,171976.0,2024-09-12,Email,2.0,3.2,Activo,742.0,adrianasolis@correo.com,18923923
C0207,Camila Jiménez,45.0,Femenino,Costa Rica,Ciudad de Panamá,Premium,Muy alto,994153.0,5.0,77968.0,2025-07-11,WhatsApp,0.0,5.7,ACTIVO,509.0,camilajimenez@correo.com,54110825
C0208,Diego Ramírez,36.0,Femenino,El Salvador,Cartago,Premium,Muy alto,1012810.0,12.0,473288.0,2025-01-09,SMS,0.0,1.9,inactivo,564.0,diegoramirez@correo.com,29424090
C0209,Mateo Araya,55.0,Masculino,Nicaragua,Antigua,Bronce,Alto,910496.0,0.0,22435.0,2024-01-10,Desconocido,0.0,3.2,ACTIVO,634.0,mateoaraya@correo.com,24033810
C0210,Lucía Castro,57.0,Femenino,El Salvador,San José,Plata,Alto,818103.0,4.0,94852.0,2025-11-10,Llamada,2.0,2.7,Pendiente,599.0,luciacastro@correo.com,27365271
C0211,Jimena Gómez,39.0,Femenino,Costa Rica,Heredia,Plata,Muy alto,441460.0,13.0,290939.0,2025-10-21,App,2.0,5.1,ACTIVO,610.0,Desconocido,85132797
C0212,Mateo Soto,34.0,Femenino,Costa Rica,Alajuela,Premium,Alto,446211.0,14.0,445984.0,2024-04-25,Email,0.0,3.4,Pendiente,464.0,mateosoto@correo.com,10922685
C0213,Fabiola Torres,27.0,Femenino,Nicaragua,Liberia,Plata,Medio,674887.0,5.0,185866.0,2024-04-02,Email,0.0,5.9,Bloqueado,504.0,fabiolatorres@correo.com,52366878
C0214,Paula Castro,23.0,Femenino,Guatemala,Cartago,Bronce,Muy alto,502548.0,5.0,111494.0,2025-03-07,WhatsApp,0.0,5.9,Pendiente,667.0,paulacastro@correo.com,65019179
C0215,Fernando Soto,38.0,Masculino,Guatemala,Ciudad de Guatemala,Oro,Bajo,697312.0,8.0,358015.0,2025-07-21,Email,3.0,5.1,Inactivo,504.0,fernandosoto@correo.com,86236903
C0216,Jimena Navarro,18.0,Masculino,Costa Rica,San Salvador,Plata,Alto,818103.0,7.0,151309.0,2024-03-28,Email,1.0,6.1,ACTIVO,439.0,nan,46835652
C0217,Jorge Pérez,51.0,Femenino,Nicaragua,San José,Bronce,Bajo,1335631.0,13.0,223028.0,2025-09-15,Llamada,2.0,0.5,Inactivo,425.0,jorgeperez@correo.com,06339912
C0218,Kevin Rojas,49.0,Masculino,Costa Rica,Ciudad de Guatemala,Premium,Alto,575885.0,15.0,347221.0,2024-06-05,WhatsApp,0.0,9.1,Activo,622.0,kevinrojas@correo.com,89551687
C0219,Pablo Hernández,29.0,Masculino,Nicaragua,Alajuela,Oro,Muy alto,586473.0,1.0,13823.0,2025-09-10,Llamada,1.0,5.7,Bloqueado,577.0,pablohernandez@correo.com,35909605
C0220,Luis Jiménez,54.0,Masculino,Guatemala,Liberia,Premium,Medio,818103.0,0.0,24131.0,2025-01-05,Llamada,0.0,3.5,Desconocido,666.0,Desconocido,19925502
C0221,Esteban Aguilar,58.0,Femenino,Costa Rica,Heredia,Premium,Medio,936040.0,16.0,546571.0,2024-10-11,Desconocido,0.0,4.2,Pendiente,498.0,estebanaguilar@correo.com,68512765
C0222,Ricardo Cordero,18.0,Femenino,Panamá,Alajuela,Bronce,Muy alto,1045461.0,14.0,187273.0,2025-07-18,Email,2.0,1.2,Bloqueado,726.0,ricardocordero@correo.com,60538444
C0223,Ana Cordero,36.0,Femenino,El Salvador,Managua,Premium,Muy alto,434833.0,8.0,278319.0,2024-11-21,Desconocido,0.0,7.0,Pendiente,321.0,anacordero@correo.com,48253110
C0224,Ana Alvarado,26.0,Masculino,Guatemala,San Salvador,Plata,Medio,2096317.0,0.0,0.0,2025-09-02,Email,0.0,5.4,inactivo,547.0,anaalvarado@correo.com,61706171
C0225,Fabiola Aguilar,25.0,Femenino,Guatemala,San Salvador,Premium,Muy alto,682995.0,3.0,73585.0,2024-01-31,SMS,0.0,3.3,activo,414.0,fabiolaaguilar@correo.com,84776863
C0226,Paula Vargas,18.0,Masculino,Nicaragua,Ciudad de Guatemala,Bronce,Muy alto,592294.0,3.0,135864.0,2025-10-09,WhatsApp,1.0,1.4,Bloqueado,735.0,paulavargas@correo.com,Desconocido
C0227,Daniela Monge,41.0,Femenino,El Salvador,Alajuela,Premium,Muy alto,689069.0,0.0,35482.0,2024-11-30,Email,1.0,4.7,Desconocido,764.0,danielamonge@correo.com,42608805
C0228,Carlos Cordero,32.0,Masculino,El Salvador,Ciudad de Guatemala,Premium,Bajo,570797.0,4.0,141492.0,2026-01-11,Email,1.0,2.2,Pendiente,721.0,carloscordero@correo.com,14596422
C0229,Lucía Soto,34.0,Masculino,Nicaragua,Ciudad de Panamá,Oro,Muy alto,818103.0,0.0,24760.0,2024-03-17,Llamada,0.0,7.8,Bloqueado,363.0,luciasoto@correo.com,98854728
C0230,Alonso Chaves,24.0,Femenino,Nicaragua,Antigua,Bronce,Bajo,1087155.0,7.0,20700.0,2024-08-05,Llamada,0.0,5.6,inactivo,472.0,alonsochaves@correo.com,63436294
C0231,Carlos Mora,18.0,Masculino,Costa Rica,Cartago,Premium,Bajo,1136114.0,0.0,151309.0,2025-12-18,Email,0.0,3.1,Pendiente,439.0,carlosmora@correo.com,72076502
C0232,Sebastián Rojas,18.0,Masculino,Guatemala,San José,Plata,Bajo,660624.0,0.0,23729.0,2024-07-12,Email,2.0,7.1,ACTIVO,318.0,sebastianrojas@correo.com,02632570
C0233,Valeria Castro,44.0,Femenino,El Salvador,Ciudad de Guatemala,Oro,Muy alto,2979850.0,19.0,337922.0,2025-08-03,SMS,4.0,1.0,activo,530.0,valeriacastro@correo.com,Desconocido
C0234,Jimena Monge,34.0,Femenino,Costa Rica,Puntarenas,Oro,Medio,481924.0,12.0,140594.0,2024-04-10,Desconocido,1.0,7.8,Desconocido,776.0,jimenamonge@correo.com,34268344
C0235,Ricardo Gómez,18.0,Masculino,Nicaragua,Ciudad de Panamá,Premium,Muy alto,818103.0,15.0,320233.0,2025-10-07,App,0.0,6.3,Desconocido,652.0,ricardogomez@correo.com,87010415
C0236,Mónica Aguilar,38.0,Desconocido,Costa Rica,Ciudad de Panamá,Plata,Medio,818103.0,6.0,151500.0,2025-06-16,WhatsApp,1.0,5.5,Pendiente,806.0,monicaaguilar@correo.com,23849791
C0237,Sofía Hernández,43.0,Masculino,Panamá,Alajuela,Oro,Bajo,730028.0,15.0,192913.0,2025-03-11,Llamada,3.0,6.6,ACTIVO,779.0,Desconocido,58835868
C0238,Natalia Monge,23.0,Masculino,Panamá,Alajuela,Premium,Medio,1902523.0,14.0,163748.0,2025-02-17,Email,2.0,9.5,Activo,314.0,nataliamonge@correo.com,33126610
C0239,Esteban Castro,34.0,Femenino,Guatemala,Desconocido,Plata,Muy alto,792091.0,9.0,239315.0,2025-11-15,Desconocido,2.0,3.5,Pendiente,495.0,estebancastro@correo.com,28733978
C0240,Kevin Castro,18.0,Masculino,Guatemala,Liberia,Oro,Muy alto,1309892.0,10.0,368369.0,2025-05-27,Email,0.0,6.0,ACTIVO,533.0,kevincastro@correo.com,00564350
C0241,Alonso Mora,34.0,Femenino,Costa Rica,Alajuela,Premium,Alto,1027287.0,9.0,45030.0,2024-02-26,Email,2.0,5.3,ACTIVO,659.0,alonsomora@correo.com,06626682
C0242,Fernando Jiménez,19.0,Femenino,Costa Rica,Desconocido,Bronce,Medio,596191.0,17.0,413623.0,2024-05-05,WhatsApp,0.0,6.5,Inactivo,691.0,fernandojimenez@correo.com,37458438
C0243,Luis Chaves,49.0,Desconocido,Guatemala,Ciudad de Panamá,Bronce,Medio,696957.0,3.0,48283.0,2025-05-22,WhatsApp,0.0,3.9,ACTIVO,361.0,nan,08509549
C0244,Pablo Alvarado,22.0,Masculino,Costa Rica,Ciudad de Panamá,Premium,Alto,556236.0,10.0,436330.0,2024-12-09,WhatsApp,1.0,5.2,Desconocido,411.0,pabloalvarado@correo.com,90149542
C0245,Ana Navarro,45.0,Masculino,Nicaragua,Liberia,Premium,Alto,1142746.0,9.0,315820.0,2024-07-07,Email,0.0,2.6,Desconocido,387.0,ananavarro@correo.com,40580935
C0246,Carlos Pérez,41.0,Masculino,Nicaragua,Liberia,Oro,Muy alto,1384192.0,9.0,160451.0,2024-04-18,Desconocido,0.0,6.1,inactivo,720.0,carlosperez@correo.com,69026113
C0247,Ricardo Vargas,42.0,Femenino,El Salvador,Puntarenas,Plata,Alto,625807.0,2.0,69800.0,2024-03-19,Email,1.0,4.2,Inactivo,592.0,ricardovargas@correo.com,83692944
C0248,Jorge Cordero,27.0,Masculino,Guatemala,Ciudad de Guatemala,Premium,Medio,429552.0,7.0,250824.0,2024-12-10,Email,1.0,7.1,Inactivo,693.0,jorgecordero@correo.com,67647229
C0249,Sofía Rojas,24.0,Masculino,Nicaragua,Alajuela,Premium,Muy alto,714637.0,5.0,157746.0,2025-09-22,Email,0.0,4.7,Pendiente,513.0,sofiarojas@correo.com,49134213
C0250,Ana Alvarado,58.0,Masculino,Costa Rica,San José,Premium,Medio,1217685.0,0.0,13002.0,2024-12-10,Email,4.0,5.6,ACTIVO,383.0,anaalvarado@correo.com,54781506
C0251,Valeria Araya,34.0,Masculino,Guatemala,Cartago,Premium,Muy alto,687340.0,0.0,23996.0,2024-01-08,Llamada,0.0,4.6,activo,600.0,valeriaaraya@correo.com,24347769
C0252,Carlos Hernández,52.0,Femenino,Nicaragua,San Salvador,Oro,Alto,1418530.0,14.0,177659.0,2025-06-03,WhatsApp,2.0,4.9,activo,407.0,carloshernandez@correo.com,76640473
C0253,Daniela Cordero,38.0,Femenino,Costa Rica,Managua,Bronce,Bajo,1095388.0,18.0,158967.0,2024-07-22,Llamada,0.0,3.8,Activo,347.0,danielacordero@correo.com,83000818
C0254,José Torres,31.0,Femenino,Panamá,Antigua,Oro,Bajo,-100000.0,11.0,244974.0,2024-11-15,Email,1.0,1.1,Bloqueado,310.0,josetorres@correo.com,64613684
C0255,Paula Rojas,53.0,Masculino,Costa Rica,Managua,Premium,Bajo,999648.0,7.0,242842.0,2024-05-24,App,0.0,8.5,Bloqueado,389.0,paularojas@correo.com,45205996
C0256,Adriana Araya,38.0,Femenino,Panamá,Ciudad de Guatemala,Premium,Muy alto,862440.0,1.0,33674.0,2024-05-23,SMS,1.0,3.2,ACTIVO,427.0,adrianaaraya@correo.com,85959224
C0257,Laura Alvarado,33.0,Femenino,Guatemala,San José,Plata,Bajo,708697.0,13.0,461115.0,2025-07-26,Email,0.0,5.7,Bloqueado,797.0,lauraalvarado@correo.com,59648831
C0258,Camila Gómez,33.0,Masculino,Nicaragua,Managua,Bronce,Medio,611236.0,10.0,364691.0,2024-11-30,Email,0.0,5.6,Desconocido,481.0,camilagomez@correo.com,85819324
C0259,Mateo Ramírez,27.0,Masculino,Costa Rica,Ciudad de Guatemala,Plata,Medio,818103.0,2.0,57918.0,2024-09-16,Llamada,1.0,7.4,Inactivo,537.0,mateoramirez@correo.com,44090797
C0260,Luis Chaves,59.0,Femenino,Guatemala,San José,Oro,Medio,1337174.0,9.0,264259.0,2025-03-21,Email,0.0,4.0,Pendiente,366.0,luischaves@correo.com,41270493
C0261,Natalia Rojas,28.0,Masculino,Costa Rica,Ciudad de Guatemala,Bronce,Bajo,2245960.0,13.0,294677.0,2024-07-14,Llamada,0.0,3.2,ACTIVO,357.0,nataliarojas@correo.com,33432447
C0262,Gabriela Chaves,23.0,Femenino,Guatemala,Heredia,Premium,Alto,399529.0,13.0,519419.0,2024-02-02,Email,1.0,6.8,Pendiente,444.0,gabrielachaves@correo.com,05150267
C0263,Alonso Chaves,34.0,Masculino,El Salvador,Managua,Plata,Alto,985198.0,13.0,450126.0,2025-08-14,Llamada,0.0,3.3,inactivo,608.0,alonsochaves@correo.com,92250142
C0264,José Navarro,40.0,Masculino,Costa Rica,Antigua,Premium,Medio,675675.0,8.0,110587.0,2024-04-08,SMS,2.0,1.3,ACTIVO,789.0,josenavarro@correo.com,Desconocido
C0265,Fernando Aguilar,33.0,Femenino,Costa Rica,Heredia,Premium,Bajo,1042440.0,7.0,357626.0,2025-11-29,Email,0.0,6.0,Activo,311.0,fernandoaguilar@correo.com,Desconocido
C0266,Andrés Cordero,33.0,Masculino,Nicaragua,Ciudad de Guatemala,Oro,Muy alto,1051686.0,15.0,190742.0,2025-04-16,Desconocido,1.0,5.7,Inactivo,655.0,nan,24560754
C0267,Fernando Mora,22.0,Masculino,Guatemala,San Salvador,Premium,Medio,818103.0,7.0,64846.0,2024-03-21,SMS,1.0,4.8,Activo,683.0,fernandomora@correo.com,61394498
C0268,Fernando Monge,18.0,Femenino,Guatemala,San Salvador,Oro,Muy alto,300337.0,9.0,251168.0,2025-12-27,Llamada,1.0,1.9,Pendiente,526.0,fernandomonge@correo.com,86780555
C0269,Daniela Salazar,38.0,Masculino,Costa Rica,Managua,Oro,Medio,1533993.0,15.0,587079.0,2025-03-17,Desconocido,0.0,5.3,activo,544.0,danielasalazar@correo.com,26911633
C0270,José Gómez,37.0,Masculino,Panamá,Antigua,Oro,Alto,850692.0,0.0,18348.0,2025-03-21,Email,2.0,9.5,inactivo,309.0,josegomez@correo.com,66309329
